"","School","Q9","Q10","variable","value"
"1","","JENKINS","BRV","LocationLatitude",39.93409729
"2","","Jenkins","BRV","LocationLatitude",39.93409729
"3","","Jenkins","brv","LocationLatitude",39.93409729
"4","Arlington","Pavey","Arlington Elementary","LocationLatitude",40.04069519
"5","Arlington","Ward","Arlington Elementary","LocationLatitude",39.60319519
"6","Arlington","Ward","Arlington Elementary","LocationLatitude",40.04069519
"7","Arlington","Pavey","Arlington Elementary","LocationLatitude",40.04069519
"8","Arlington","Pavey","Arlington Elementary","LocationLatitude",39.60319519
"9","Arlington","pavey","arlingtong elementry","LocationLatitude",40.04069519
"10","Arlington","pavey","arlionton","LocationLatitude",39.60319519
"11","Arlington","Mrs.ward","Arlington elementary","LocationLatitude",40.04069519
"12","Arlington","pavey","arlinton","LocationLatitude",39.60319519
"13","Arlington","Ward","Arlington Elementary","LocationLatitude",39.60319519
"14","Arlington","Ward","Arlington Elementary School","LocationLatitude",40.04069519
"15","Arlington","Miss ward","Arlington","LocationLatitude",40.04069519
"16","Arlington","ward","arlington elemantery","LocationLatitude",40.04069519
"17","Arlington","Pavey","Arlington Elementary","LocationLatitude",39.60319519
"18","Arlington","word","arlington elementry","LocationLatitude",40.04069519
"19","Arlington","pavey","Arlington elementary","LocationLatitude",39.60319519
"20","Arlington","Ward","Arlington","LocationLatitude",40.04069519
"21","Arlington","ward","Arlington Elementary","LocationLatitude",39.60319519
"22","Arlington","ward","Arlington","LocationLatitude",39.60319519
"23","Arlington","Ward","Arlington","LocationLatitude",40.04069519
"24","Arlington","Pavey","Arlington Elementary School","LocationLatitude",39.60319519
"25","Arlington","pavey","arlington","LocationLatitude",39.60319519
"26","Arlington","Pavey","Arlington Elementary","LocationLatitude",39.60319519
"27","Arlington","ward","arlington","LocationLatitude",40.04069519
"28","Arlington","pavey","Arlington","LocationLatitude",40.04069519
"29","Arlington","Ward","Arlington Elementary","LocationLatitude",39.60319519
"30","Arlington","Mr.pavey","Arlington","LocationLatitude",40.04069519
"31","Arlington","WARD","ARLINGTON","LocationLatitude",40.04069519
"32","Arlington","Pavey","Arligton Elementary","LocationLatitude",40.04069519
"33","Arlington","pavey","Arlington elementary","LocationLatitude",40.04069519
"34","Arlington","Pavey","Arlington-Elementary","LocationLatitude",39.60319519
"35","Arlington","Pavey","Arlington elementary school","LocationLatitude",40.04069519
"36","Arlington","pavey","arlington-elementary","LocationLatitude",40.04069519
"37","Arlington","pavey","Arlington Elementary","LocationLatitude",40.04069519
"38","Arlington","Ward","Arlington","LocationLatitude",40.04069519
"39","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"40","BlueRiver"," "," ","LocationLatitude",39.93409729
"41","BlueRiver","BURKS","BRV","LocationLatitude",39.93409729
"42","BlueRiver","Becker","Blue River Valley Elementary School","LocationLatitude",39.93409729
"43","BlueRiver","Mrs.Becker","Blue River","LocationLatitude",39.93409729
"44","BlueRiver","williams","brv","LocationLatitude",39.93409729
"45","BlueRiver","Becker","Blue River Vally","LocationLatitude",39.93409729
"46","BlueRiver","burks","brv","LocationLatitude",40.13499451
"47","BlueRiver","Williams","Blue River Ralley","LocationLatitude",39.93409729
"48","BlueRiver","jenkins","brv","LocationLatitude",39.93409729
"49","BlueRiver","BURKS","BRV","LocationLatitude",40.13499451
"50","BlueRiver"," "," ","LocationLatitude",39.93409729
"51","BlueRiver","Williams","BRV","LocationLatitude",39.93409729
"52","BlueRiver","Burks","BRV","LocationLatitude",40.13499451
"53","BlueRiver","becker","blue river valley","LocationLatitude",39.93409729
"54","BlueRiver","burks","brves","LocationLatitude",39.93409729
"55","BlueRiver","Burks","BRV","LocationLatitude",39.93409729
"56","BlueRiver","BURKS","Blue River Valley","LocationLatitude",39.93409729
"57","BlueRiver","williams","BRV","LocationLatitude",40.13499451
"58","BlueRiver","Mrs. williams","Blue river valley","LocationLatitude",39.93409729
"59","BlueRiver","Williams","Blue River Valley","LocationLatitude",39.93409729
"60","BlueRiver","Williams","BRV","LocationLatitude",39.93409729
"61","BlueRiver","Becker","Blue River Valley Elementary School","LocationLatitude",39.93409729
"62","BlueRiver","Mrs bruks","brv","LocationLatitude",39.93409729
"63","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"64","BlueRiver","Becker","BlueRiverValley","LocationLatitude",39.93409729
"65","BlueRiver","Becker","Blue River Valley Elementary School","LocationLatitude",39.93409729
"66","BlueRiver","Becker","Blue River Valley Elementary","LocationLatitude",39.93409729
"67","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"68","BlueRiver","becker","blue river","LocationLatitude",39.93409729
"69","BlueRiver","Williams","BRV","LocationLatitude",39.93409729
"70","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"71","BlueRiver","williams","brv","LocationLatitude",39.93409729
"72","BlueRiver","Williams","Blue River Valley","LocationLatitude",39.93409729
"73","BlueRiver","Becker","Blue River Vally","LocationLatitude",39.93409729
"74","BlueRiver","Becker","blue river vally","LocationLatitude",39.93409729
"75","BlueRiver","Becker","blue river valley","LocationLatitude",39.93409729
"76","BlueRiver","Becker"," Blue River Valley","LocationLatitude",39.93409729
"77","BlueRiver","Mrs. Becker","Blue River Valley","LocationLatitude",39.93409729
"78","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"79","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"80","BlueRiver","Burks","Blue River Valley","LocationLatitude",40.13499451
"81","BlueRiver","Jenkins","BRV","LocationLatitude",39.93409729
"82","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"83","BlueRiver","jenkins","brv","LocationLatitude",39.93409729
"84","BlueRiver","burks","brv","LocationLatitude",40.13499451
"85","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"86","BlueRiver","becker","Blue River Valley","LocationLatitude",39.93409729
"87","BlueRiver","jenkins","brv","LocationLatitude",39.93409729
"88","BlueRiver","BURKS","BRV","LocationLatitude",39.93409729
"89","BlueRiver","burks","BRV","LocationLatitude",39.93409729
"90","BlueRiver","Bruks","Brv","LocationLatitude",39.93409729
"91","BlueRiver","Jenkins","BRV","LocationLatitude",40.13499451
"92","BlueRiver","williams","brv","LocationLatitude",40.13499451
"93","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"94","BlueRiver","jenkens","brv","LocationLatitude",40.13499451
"95","BlueRiver","Becker","Blue River Valley","LocationLatitude",39.93409729
"96","BlueRiver","Becker","Blue River Valley Elementary School","LocationLatitude",39.93409729
"97","BlueRiver","mrs, becker","blue river vally","LocationLatitude",39.93409729
"98","BlueRiver","Becker","Blue River Vally","LocationLatitude",39.93409729
"99","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"100","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"101","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"102","BlueRiver","jenkins","BRV","LocationLatitude",40.13499451
"103","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"104","BlueRiver","burks","brv","LocationLatitude",40.13499451
"105","BlueRiver","jenkens","brv","LocationLatitude",40.13499451
"106","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"107","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"108","BlueRiver","Burks","Blue River Valley","LocationLatitude",40.13499451
"109","BlueRiver","jenkins","brv","LocationLatitude",39.93409729
"110","BlueRiver","burks","BRV","LocationLatitude",40.13499451
"111","BlueRiver","burks","blue river valley","LocationLatitude",40.13499451
"112","BlueRiver","Jenkins","BRV","LocationLatitude",39.93409729
"113","BlueRiver","burks","brv","LocationLatitude",40.13499451
"114","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"115","BlueRiver","burks","BRV","LocationLatitude",40.13499451
"116","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"117","BlueRiver","willams","blue river vally","LocationLatitude",40.13499451
"118","BlueRiver","Willams","BRV","LocationLatitude",40.13499451
"119","BlueRiver","Becker","Blue River Valley Elementary","LocationLatitude",39.93409729
"120","BlueRiver","Williams","BRV","LocationLatitude",40.13499451
"121","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"122","BlueRiver","Jenkins","BRV","LocationLatitude",40.13499451
"123","BlueRiver","Williams","brv","LocationLatitude",40.13499451
"124","BlueRiver","Jenkins","brb","LocationLatitude",40.13499451
"125","BlueRiver","williams","Blue River valley","LocationLatitude",40.13499451
"126","BlueRiver","Williams","brv","LocationLatitude",40.13499451
"127","BlueRiver","Williams","Blue River Valley","LocationLatitude",40.13499451
"128","BlueRiver","BURKS","BRV","LocationLatitude",40.13499451
"129","BlueRiver","jenkins","brv","LocationLatitude",40.13499451
"130","BlueRiver","Jenkins","BRV","LocationLatitude",40.13499451
"131","BlueRiver","burks","brv","LocationLatitude",40.13499451
"132","BlueRiver","jenkins","BRV","LocationLatitude",40.13499451
"133","BlueRiver","Bruks","BRV","LocationLatitude",40.13499451
"134","BlueRiver","burks","brv","LocationLatitude",40.13499451
"135","BlueRiver","Robin Williams","BRV","LocationLatitude",40.13499451
"136","BlueRiver","burks","brv","LocationLatitude",40.13499451
"137","Dillsboro","Mrs. Thorpe","Dillsboro Elementary School","LocationLatitude",39.08320618
"138","Dillsboro","lewis","north daveis elimatry","LocationLatitude",38.83039856
"139","Dillsboro","Thorpe","Dillsboro Elementary School","LocationLatitude",39.08320618
"140","Dillsboro","Thorpe","Dillboro","LocationLatitude",39.08320618
"141","Dillsboro","Thorpe","Dillsboro Elementary","LocationLatitude",39.08320618
"142","Dillsboro","Thorpe","Dillsboro","LocationLatitude",39.08320618
"143","Dillsboro","Ingle","Dillsboro Elementary","LocationLatitude",39.08320618
"144","Dillsboro","Ingle","Dillsboro","LocationLatitude",39.08320618
"145","Dillsboro","Janet Ingle","Dillsboro Elementary School","LocationLatitude",39.08320618
"146","Dillsboro","Ingle","Dillsboro Elementary","LocationLatitude",39.08320618
"147","Dillsboro","Janet Ingle","Dillsboro Elementary School","LocationLatitude",39.08320618
"148","Dillsboro","Ingle","Dillsboro Elementary School","LocationLatitude",39.08320618
"149","Dillsboro","Ingle","Dillsboro Elementary School","LocationLatitude",39.08320618
"150","Dillsboro","Ingle","Dillsboro","LocationLatitude",39.08320618
"151","Dillsboro","Peterson","Delsbrole","LocationLatitude",39.08320618
"152","Dillsboro","pederson","south derborn elementry","LocationLatitude",39.08320618
"153","Dillsboro","Peterson","Dillsboro Elementary","LocationLatitude",39.08320618
"154","Dillsboro","Mrs.Thorpe","Dilsboro","LocationLatitude",39.08320618
"155","Dillsboro","Peterson","dillsboro","LocationLatitude",39.08320618
"156","Dillsboro","Peterson","Dilllsboro","LocationLatitude",39.08320618
"157","Dillsboro","Thorpe","Dillsboro","LocationLatitude",39.08320618
"158","Dillsboro","Peterson","Dillsboro Elementary","LocationLatitude",39.08320618
"159","Dillsboro","Mrs.Peterson","Dillsboro","LocationLatitude",39.08320618
"160","Dillsboro","Thompson","Dillsboro  Elementary","LocationLatitude",39.08320618
"161","Dillsboro","Ingle","Dillsboro Elementary School","LocationLatitude",39.08320618
"162","Dillsboro","Ingle","Dillsboro","LocationLatitude",39.08320618
"163","Dillsboro","Thorpe","Dillsboro","LocationLatitude",39.08320618
"164","Dillsboro","Thorpe","Dillsboro","LocationLatitude",39.08320618
"165","Dillsboro","Tompson","Dillsboro Elementary","LocationLatitude",39.08320618
"166","Dillsboro","Thorpe","Dillsboro Elementary","LocationLatitude",39.08320618
"167","Dillsboro"," "," ","LocationLatitude",39.08320618
"168","Dillsboro","thorpe","DES","LocationLatitude",39.08320618
"169","Dillsboro","peterson","Dillisboro","LocationLatitude",39.08320618
"170","Dillsboro","Thorpe","Dillsboro","LocationLatitude",39.08320618
"171","Dillsboro","Thorpe","Dillsboro Elementary","LocationLatitude",39.08320618
"172","Dillsboro","Ingle","Dillsboro","LocationLatitude",39.08320618
"173","Dillsboro","Ingle","Dillsboro Elementary","LocationLatitude",39.08320618
"174","Dillsboro","Ingle","Dillsboro Elementary","LocationLatitude",39.08320618
"175","Dillsboro","Peterson","Dillsboro Elementary","LocationLatitude",39.08320618
"176","Dillsboro","Thompson","Dillsboro","LocationLatitude",39.08320618
"177","Dillsboro","Thompson","Dillsboro","LocationLatitude",39.08320618
"178","Dillsboro","Janet Ingle","Dillsboro Elementary","LocationLatitude",39.08320618
"179","Dillsboro","Thompson","Dillsboro  Elementary","LocationLatitude",39.08320618
"180","Dillsboro","Thompon","Dillsboro Elementary School","LocationLatitude",39.08320618
"181","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"182","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"183","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"184","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"185","Dillsboro","Thorpe","DES","LocationLatitude",39.08320618
"186","Dillsboro","Peterson","Dillsboro Elementary School","LocationLatitude",39.08320618
"187","Dillsboro","Mrs.Peterson","Dillsboro","LocationLatitude",39.08320618
"188","Dillsboro","Thorpe","Dillsboro elemetry","LocationLatitude",39.08320618
"189","Dillsboro","THorpe","Dillsboro","LocationLatitude",39.08320618
"190","Dillsboro","Thompson","Dillsboro Elemenary","LocationLatitude",39.08320618
"191","Dillsboro","Thompson","Dillsboro Elementary School","LocationLatitude",39.08320618
"192","Dillsboro","thorpe","Dillsboro Elementary","LocationLatitude",39.08320618
"193","Dillsboro","thorpe","dillsboro","LocationLatitude",39.08320618
"194","Dillsboro","Thompson","Dillsboro elementary","LocationLatitude",39.08320618
"195","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"196","Dillsboro","Thompson","Dillsboro","LocationLatitude",39.08320618
"197","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"198","Dillsboro","Thompson","Dillsboro","LocationLatitude",39.08320618
"199","Dillsboro","thorpe","dillsboro elementry","LocationLatitude",39.08320618
"200","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"201","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"202","Dillsboro","Thompson","Dillsboro Elementary","LocationLatitude",39.08320618
"203","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"204","Grandview","Ms brewer","Grandview","LocationLatitude",39.07899475
"205","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"206","Grandview"," "," ","LocationLatitude",39.07899475
"207","Grandview","Brewer","Grand veiw","LocationLatitude",39.07899475
"208","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"209","Grandview","Brewe","Grandviwe","LocationLatitude",39.07899475
"210","Grandview","Brewer","Grandveiw","LocationLatitude",39.07899475
"211","Grandview","Mis Brewer","Grandview","LocationLatitude",39.07899475
"212","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"213","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"214","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"215","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"216","Grandview","Brewer","Grandveiw","LocationLatitude",39.07899475
"217","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"218","Grandview","Brewer","Grandveiw","LocationLatitude",39.07899475
"219","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"220","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"221","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"222","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"223","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"224","Grandview","Brewer","Grandview","LocationLatitude",39.07899475
"225","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"226","Granville","Ramsey","Granville Wells Elementry","LocationLatitude",40.05000305
"227","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"228","Granville","imes","granville Wells","LocationLatitude",40.05000305
"229","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"230","Granville","imes","Granville Wells","LocationLatitude",40.05000305
"231","Granville","Mrs. Ramsey","Granville Wells Elementry","LocationLatitude",40.05000305
"232","Granville","Imes","Granville Wells Elementry","LocationLatitude",40.05000305
"233","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"234","Granville","imes","granville wells","LocationLatitude",40.05000305
"235","Granville","Imes","Grranville wells","LocationLatitude",40.05000305
"236","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"237","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"238","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"239","Granville","Ramsey","Granville Wells Elementary","LocationLatitude",40.05000305
"240","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"241","Granville","Gardener","Granville Wells Elementry School","LocationLatitude",40.05000305
"242","Granville","imes","granville wells","LocationLatitude",40.05000305
"243","Granville","Mrs. Gardner","Grandville Wells","LocationLatitude",40.05000305
"244","Granville","imes","granville wells","LocationLatitude",40.05000305
"245","Granville"," "," ","LocationLatitude",40.05000305
"246","Granville","imes","granville wells","LocationLatitude",40.05000305
"247","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"248","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"249","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"250","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"251","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"252","Granville","Gardner","Granvillle Wells","LocationLatitude",40.05000305
"253","Granville","Gardner","Granville Wells Elementry","LocationLatitude",40.05000305
"254","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"255","Granville"," "," ","LocationLatitude",40.05000305
"256","Granville"," "," ","LocationLatitude",40.05000305
"257","Granville","Imes","Granvillewells","LocationLatitude",40.05000305
"258","Granville"," "," ","LocationLatitude",40.05000305
"259","Granville","Gardner","Granville Wells elm.","LocationLatitude",40.05000305
"260","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"261","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"262","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"263","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"264","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"265","Granville","gardner","Granville Wells Elementary","LocationLatitude",40.05000305
"266","Granville","Gardner","Grandville Wells Elementery","LocationLatitude",40.05000305
"267","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"268","Granville","Gardner","Grandville \Wells Elementery","LocationLatitude",40.05000305
"269","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"270","Granville","Ramsy","Grandville wells","LocationLatitude",40.05000305
"271","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"272","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"273","Granville","Imes","Granville Wells Elementry","LocationLatitude",40.05000305
"274","Granville","GARDNER","GRANVELWELLS","LocationLatitude",40.05000305
"275","Granville","Ramsey","Grandville Wells","LocationLatitude",40.05000305
"276","Granville","Gardner","Granvillwells","LocationLatitude",40.05000305
"277","Granville","Ramsey","Granville Wells Elementry School","LocationLatitude",40.05000305
"278","Granville"," "," ","LocationLatitude",40.05000305
"279","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"280","Granville","Rammsey","Granvill Wells","LocationLatitude",40.05000305
"281","Granville","gardner","granville wells","LocationLatitude",40.05000305
"282","Granville","Gardner","Granville Wells Elementary","LocationLatitude",40.05000305
"283","Granville","ramsey","granville wells","LocationLatitude",40.05000305
"284","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"285","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"286","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"287","Granville","Gardner","Granville Wells Elementary","LocationLatitude",40.05000305
"288","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"289","Granville","ramsy","granvill wells","LocationLatitude",40.05000305
"290","Granville","Gardner","Granville Wells","LocationLatitude",40.05000305
"291","Granville","Imes","Granville Wells Elementry","LocationLatitude",40.05000305
"292","Granville","IMES","GRANVILLE WELLS","LocationLatitude",40.05000305
"293","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"294","Granville","ramsey","Ganville wells","LocationLatitude",40.05000305
"295","Granville","garnder","grandville wells elementry","LocationLatitude",40.05000305
"296","Granville","gardner","granville wells","LocationLatitude",40.05000305
"297","Granville","Ramsey","Granville wells","LocationLatitude",40.05000305
"298","Granville","Ramsey","Granville Wells","LocationLatitude",40.05000305
"299","Granville","Imes","Granville Wells","LocationLatitude",40.05000305
"300","MonroeCentral","Deboy","Monroe Central Elementry","LocationLatitude",40.85629272
"301","MonroeCentral","Chamness","Monroe Central Elementary School","LocationLatitude",40.85629272
"302","MonroeCentral","Swallow","Monroe Central","LocationLatitude",40.85629272
"303","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"304","MonroeCentral","Swallow","Monroe Central Elementry","LocationLatitude",40.85629272
"305","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"306","MonroeCentral","Swallow","monroecentral.org","LocationLatitude",40.85629272
"307","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"308","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"309","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"310","MonroeCentral","Swallow","Monroe Central","LocationLatitude",40.85629272
"311","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"312","MonroeCentral","Chamness","Monroe Central Elementry","LocationLatitude",40.85629272
"313","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"314","MonroeCentral","Swallow","Monroe Central elementary","LocationLatitude",40.85629272
"315","MonroeCentral","swollwe","monroecentral","LocationLatitude",40.85629272
"316","MonroeCentral","Swallow","Monroe Central Elemantary","LocationLatitude",40.85629272
"317","MonroeCentral","Swallow","MonroeCentralElementary","LocationLatitude",40.85629272
"318","MonroeCentral","Pease","Monroe Central Elemetary","LocationLatitude",40.85629272
"319","MonroeCentral","Mr.Pease","Monroe Central","LocationLatitude",40.85629272
"320","MonroeCentral","Pease","Monroe Central Elamentary","LocationLatitude",40.85629272
"321","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"322","MonroeCentral","swallow","Monroe central","LocationLatitude",40.85629272
"323","MonroeCentral","Swallow","Monroe Central","LocationLatitude",40.85629272
"324","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"325","MonroeCentral","Swallow","Monroe Central","LocationLatitude",40.85629272
"326","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"327","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"328","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"329","MonroeCentral"," "," ","LocationLatitude",40.85629272
"330","MonroeCentral"," "," ","LocationLatitude",40.85629272
"331","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"332","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"333","MonroeCentral","Mr.chammnes","Monroecentral","LocationLatitude",40.85629272
"334","MonroeCentral","Pease","Monroe Central","LocationLatitude",40.85629272
"335","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"336","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"337","MonroeCentral","Pease","Monroe Central","LocationLatitude",40.85629272
"338","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"339","MonroeCentral"," "," ","LocationLatitude",40.85629272
"340","MonroeCentral","Chammness","Monroe Central","LocationLatitude",40.85629272
"341","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"342","MonroeCentral","Brent","Monroe Central Elmentry","LocationLatitude",40.85629272
"343","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"344","MonroeCentral","Mr. Chamness","Monroe Central","LocationLatitude",40.85629272
"345","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"346","MonroeCentral","chamness","MCE","LocationLatitude",40.85629272
"347","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"348","MonroeCentral","chamness","Monroe central elementary school","LocationLatitude",40.85629272
"349","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"350","MonroeCentral","Chamness","Monroe central","LocationLatitude",40.85629272
"351","MonroeCentral","Chamness","Monroe Central Elementary","LocationLatitude",40.85629272
"352","MonroeCentral","chamness","Monroe central","LocationLatitude",40.85629272
"353","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"354","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"355","MonroeCentral"," "," ","LocationLatitude",40.85629272
"356","MonroeCentral"," "," ","LocationLatitude",40.85629272
"357","MonroeCentral","Deboi","Monroe central Elementary","LocationLatitude",40.85629272
"358","MonroeCentral","Deboy","Monroecentral Elementry","LocationLatitude",40.85629272
"359","MonroeCentral","Deboy","Monroe Central","LocationLatitude",40.85629272
"360","MonroeCentral","DeBoy","Monroe Central Elementary","LocationLatitude",40.85629272
"361","MonroeCentral","Deboy","Monroe Central","LocationLatitude",40.85629272
"362","MonroeCentral","deboy","monroe central","LocationLatitude",40.85629272
"363","MonroeCentral","Deboy","Monroe Central Elm","LocationLatitude",40.85629272
"364","MonroeCentral","Chammes","Monroe central","LocationLatitude",40.85629272
"365","MonroeCentral","Deboy","Monroe Central Elementary","LocationLatitude",40.85629272
"366","MonroeCentral","Deboy","Monroe Central Elementary","LocationLatitude",40.85629272
"367","MonroeCentral","Deboy","Monroe Central","LocationLatitude",40.85629272
"368","MonroeCentral","Mr. Deboy","Monroe Central Elementary","LocationLatitude",40.85629272
"369","MonroeCentral","Deboy","Monroecentral elemetry","LocationLatitude",40.85629272
"370","MonroeCentral","Deboy","Monroe Central Elemantry School","LocationLatitude",40.85629272
"371","MonroeCentral","Chamness","Monroe Central Elementary","LocationLatitude",40.85629272
"372","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"373","MonroeCentral","Kyle deboy","Monroe central`elemaetray","LocationLatitude",40.85629272
"374","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"375","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"376","MonroeCentral","Chamness","Monroe Central Elementery","LocationLatitude",40.85629272
"377","MonroeCentral","Chamness","Monroe central","LocationLatitude",40.85629272
"378","MonroeCentral","Saulmon","monroe central","LocationLatitude",40.85629272
"379","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"380","MonroeCentral","saulmon","monroe central elementary","LocationLatitude",40.85629272
"381","MonroeCentral","dont know","monroe central","LocationLatitude",40.85629272
"382","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"383","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"384","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"385","MonroeCentral","Saulmon","Monroe Central Elementary School","LocationLatitude",40.85629272
"386","MonroeCentral","Sualmon","Monroe Central Elementry","LocationLatitude",40.85629272
"387","MonroeCentral","Saulmon","Monroe Central","LocationLatitude",40.85629272
"388","MonroeCentral","Chamness","Monroe Central","LocationLatitude",40.85629272
"389","MonroeCentral","Saulmon","Monroe Central","LocationLatitude",40.85629272
"390","MonroeCentral","Ms. Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"391","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"392","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
