"","School","Q9","Q10","variable","value"
"1935","BlueRiver","burks","BRV","num",107
"1936","BlueRiver","Williams","Blue River Valley","num",107
"1937","BlueRiver","willams","blue river vally","num",107
"1938","BlueRiver","Willams","BRV","num",107
"1939","BlueRiver","Becker","Blue River Valley Elementary","num",107
"1940","BlueRiver","Williams","BRV","num",107
"1941","BlueRiver","Williams","Blue River Valley","num",107
"1942","BlueRiver","Jenkins","BRV","num",107
"1943","BlueRiver","Williams","brv","num",107
"1944","BlueRiver","Jenkins","brb","num",107
"1945","BlueRiver","williams","Blue River valley","num",107
"1946","BlueRiver","Williams","brv","num",107
"1947","BlueRiver","Williams","Blue River Valley","num",107
"1948","BlueRiver","BURKS","BRV","num",107
"1949","BlueRiver","jenkins","brv","num",107
"1950","BlueRiver","Jenkins","BRV","num",107
"1951","BlueRiver","burks","brv","num",107
"1952","BlueRiver","jenkins","BRV","num",107
"1953","BlueRiver","Bruks","BRV","num",107
"1954","BlueRiver","burks","brv","num",107
"1955","BlueRiver","Robin Williams","BRV","num",107
"1956","BlueRiver","burks","brv","num",107
"1957","Dillsboro","Mrs. Thorpe","Dillsboro Elementary School","num",79
"1958","Dillsboro","lewis","north daveis elimatry","num",79
"1959","Dillsboro","Thorpe","Dillsboro Elementary School","num",79
"1960","Dillsboro","Thorpe","Dillboro","num",79
"1961","Dillsboro","Thorpe","Dillsboro Elementary","num",79
"1962","Dillsboro","Thorpe","Dillsboro","num",79
"1963","Dillsboro","Ingle","Dillsboro Elementary","num",79
"1964","Dillsboro","Ingle","Dillsboro","num",79
"1965","Dillsboro","Janet Ingle","Dillsboro Elementary School","num",79
"1966","Dillsboro","Ingle","Dillsboro Elementary","num",79
"1967","Dillsboro","Janet Ingle","Dillsboro Elementary School","num",79
"1968","Dillsboro","Ingle","Dillsboro Elementary School","num",79
"1969","Dillsboro","Ingle","Dillsboro Elementary School","num",79
"1970","Dillsboro","Ingle","Dillsboro","num",79
"1971","Dillsboro","Peterson","Delsbrole","num",79
"1972","Dillsboro","pederson","south derborn elementry","num",79
"1973","Dillsboro","Peterson","Dillsboro Elementary","num",79
"1974","Dillsboro","Mrs.Thorpe","Dilsboro","num",79
"1975","Dillsboro","Peterson","dillsboro","num",79
"1976","Dillsboro","Peterson","Dilllsboro","num",79
"1977","Dillsboro","Thorpe","Dillsboro","num",79
"1978","Dillsboro","Peterson","Dillsboro Elementary","num",79
"1979","Dillsboro","Mrs.Peterson","Dillsboro","num",79
"1980","Dillsboro","Thompson","Dillsboro  Elementary","num",79
"1981","Dillsboro","Ingle","Dillsboro Elementary School","num",79
"1982","Dillsboro","Ingle","Dillsboro","num",79
"1983","Dillsboro","Thorpe","Dillsboro","num",79
"1984","Dillsboro","Thorpe","Dillsboro","num",79
"1985","Dillsboro","Tompson","Dillsboro Elementary","num",79
"1986","Dillsboro","Thorpe","Dillsboro Elementary","num",79
"1987","Dillsboro"," "," ","num",79
"1988","Dillsboro","thorpe","DES","num",79
"1989","Dillsboro","peterson","Dillisboro","num",79
"1990","Dillsboro","Thorpe","Dillsboro","num",79
"1991","Dillsboro","Thorpe","Dillsboro Elementary","num",79
"1992","Dillsboro","Ingle","Dillsboro","num",79
"1993","Dillsboro","Ingle","Dillsboro Elementary","num",79
"1994","Dillsboro","Ingle","Dillsboro Elementary","num",79
"1995","Dillsboro","Peterson","Dillsboro Elementary","num",79
"1996","Dillsboro","Thompson","Dillsboro","num",79
"1997","Dillsboro","Thompson","Dillsboro","num",79
"1998","Dillsboro","Janet Ingle","Dillsboro Elementary","num",79
"1999","Dillsboro","Thompson","Dillsboro  Elementary","num",79
"2000","Dillsboro","Thompon","Dillsboro Elementary School","num",79
"2001","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2002","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2003","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2004","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2005","Dillsboro","Thorpe","DES","num",79
"2006","Dillsboro","Peterson","Dillsboro Elementary School","num",79
"2007","Dillsboro","Mrs.Peterson","Dillsboro","num",79
"2008","Dillsboro","Thorpe","Dillsboro elemetry","num",79
"2009","Dillsboro","THorpe","Dillsboro","num",79
"2010","Dillsboro","Thompson","Dillsboro Elemenary","num",79
"2011","Dillsboro","Thompson","Dillsboro Elementary School","num",79
"2012","Dillsboro","thorpe","Dillsboro Elementary","num",79
"2013","Dillsboro","thorpe","dillsboro","num",79
"2014","Dillsboro","Thompson","Dillsboro elementary","num",79
"2015","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2016","Dillsboro","Thompson","Dillsboro","num",79
"2017","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2018","Dillsboro","Thompson","Dillsboro","num",79
"2019","Dillsboro","thorpe","dillsboro elementry","num",79
"2020","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2021","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2022","Dillsboro","Thompson","Dillsboro Elementary","num",79
"2023","Grandview","Brewer","Grandview","num",24
"2024","Grandview","Ms brewer","Grandview","num",24
"2025","Grandview","Brewer","Grandview","num",24
"2026","Grandview"," "," ","num",24
"2027","Grandview","Brewer","Grand veiw","num",24
"2028","Grandview","Brewer","Grandview","num",24
"2029","Grandview","Brewe","Grandviwe","num",24
"2030","Grandview","Brewer","Grandveiw","num",24
"2031","Grandview","Mis Brewer","Grandview","num",24
"2032","Grandview","Brewer","Grandview","num",24
"2033","Grandview","Brewer","Grandview","num",24
"2034","Grandview","Brewer","Grandview","num",24
"2035","Grandview","Brewer","Grandview","num",24
"2036","Grandview","Brewer","Grandveiw","num",24
"2037","Grandview","Brewer","Grandview","num",24
"2038","Grandview","Brewer","Grandveiw","num",24
"2039","Grandview","Brewer","Grandview","num",24
"2040","Grandview","Brewer","Grandview","num",24
"2041","Grandview","Brewer","Grandview","num",24
"2042","Grandview","Brewer","Grandview","num",24
"2043","Grandview","Brewer","Grandview","num",24
"2044","Grandview","Brewer","Grandview","num",24
"2045","Granville","Ramsey","Granville Wells","num",84
"2046","Granville","Ramsey","Granville Wells Elementry","num",84
"2047","Granville","Imes","Granville Wells","num",84
"2048","Granville","imes","granville Wells","num",84
"2049","Granville","Ramsey","Granville Wells","num",84
"2050","Granville","imes","Granville Wells","num",84
"2051","Granville","Mrs. Ramsey","Granville Wells Elementry","num",84
"2052","Granville","Imes","Granville Wells Elementry","num",84
"2053","Granville","Imes","Granville Wells","num",84
"2054","Granville","imes","granville wells","num",84
"2055","Granville","Imes","Grranville wells","num",84
"2056","Granville","Gardner","Granville Wells","num",84
"2057","Granville","Imes","Granville Wells","num",84
"2058","Granville","Gardner","Granville Wells","num",84
"2059","Granville","Ramsey","Granville Wells Elementary","num",84
"2060","Granville","Gardner","Granville Wells","num",84
"2061","Granville","Gardener","Granville Wells Elementry School","num",84
"2062","Granville","imes","granville wells","num",84
"2063","Granville","Mrs. Gardner","Grandville Wells","num",84
"2064","Granville","imes","granville wells","num",84
"2065","Granville"," "," ","num",84
"2066","Granville","imes","granville wells","num",84
"2067","Granville","Imes","Granville Wells","num",84
"2068","Granville","Imes","Granville Wells","num",84
"2069","Granville","Imes","Granville Wells","num",84
"2070","Granville","Imes","Granville Wells","num",84
"2071","Granville","Imes","Granville Wells","num",84
"2072","Granville","Gardner","Granvillle Wells","num",84
"2073","Granville","Gardner","Granville Wells Elementry","num",84
"2074","Granville","Gardner","Granville Wells","num",84
"2075","Granville"," "," ","num",84
"2076","Granville"," "," ","num",84
"2077","Granville","Imes","Granvillewells","num",84
"2078","Granville"," "," ","num",84
"2079","Granville","Gardner","Granville Wells elm.","num",84
"2080","Granville","Ramsey","Granville Wells","num",84
"2081","Granville","Ramsey","Granville Wells","num",84
"2082","Granville","Imes","Granville Wells","num",84
"2083","Granville","Ramsey","Granville Wells","num",84
"2084","Granville","Ramsey","Granville Wells","num",84
"2085","Granville","gardner","Granville Wells Elementary","num",84
"2086","Granville","Gardner","Grandville Wells Elementery","num",84
"2087","Granville","Ramsey","Granville Wells","num",84
"2088","Granville","Gardner","Grandville \Wells Elementery","num",84
"2089","Granville","Imes","Granville Wells","num",84
"2090","Granville","Ramsy","Grandville wells","num",84
"2091","Granville","Imes","Granville Wells","num",84
"2092","Granville","Imes","Granville Wells","num",84
"2093","Granville","Imes","Granville Wells Elementry","num",84
"2094","Granville","GARDNER","GRANVELWELLS","num",84
"2095","Granville","Ramsey","Grandville Wells","num",84
"2096","Granville","Gardner","Granvillwells","num",84
"2097","Granville","Ramsey","Granville Wells Elementry School","num",84
"2098","Granville"," "," ","num",84
"2099","Granville","Gardner","Granville Wells","num",84
"2100","Granville","Rammsey","Granvill Wells","num",84
"2101","Granville","gardner","granville wells","num",84
"2102","Granville","Gardner","Granville Wells Elementary","num",84
"2103","Granville","ramsey","granville wells","num",84
"2104","Granville","Ramsey","Granville Wells","num",84
"2105","Granville","Gardner","Granville Wells","num",84
"2106","Granville","Gardner","Granville Wells","num",84
"2107","Granville","Gardner","Granville Wells Elementary","num",84
"2108","Granville","Gardner","Granville Wells","num",84
"2109","Granville","ramsy","granvill wells","num",84
"2110","Granville","Gardner","Granville Wells","num",84
"2111","Granville","Imes","Granville Wells Elementry","num",84
"2112","Granville","IMES","GRANVILLE WELLS","num",84
"2113","Granville","Imes","Granville Wells","num",84
"2114","Granville","ramsey","Ganville wells","num",84
"2115","Granville","garnder","grandville wells elementry","num",84
"2116","Granville","gardner","granville wells","num",84
"2117","Granville","Ramsey","Granville wells","num",84
"2118","Granville","Ramsey","Granville Wells","num",84
"2119","Granville","Imes","Granville Wells","num",84
"2120","MonroeCentral","Deboy","Monroe Central Elementry","num",123
"2121","MonroeCentral","Chamness","Monroe Central Elementary School","num",123
"2122","MonroeCentral","Swallow","Monroe Central","num",123
"2123","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2124","MonroeCentral","Swallow","Monroe Central Elementry","num",123
"2125","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2126","MonroeCentral","Swallow","monroecentral.org","num",123
"2127","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2128","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2129","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2130","MonroeCentral","Swallow","Monroe Central","num",123
"2131","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2132","MonroeCentral","Chamness","Monroe Central Elementry","num",123
"2133","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2134","MonroeCentral","Swallow","Monroe Central elementary","num",123
"2135","MonroeCentral","swollwe","monroecentral","num",123
"2136","MonroeCentral","Swallow","Monroe Central Elemantary","num",123
"2137","MonroeCentral","Swallow","MonroeCentralElementary","num",123
"2138","MonroeCentral","Pease","Monroe Central Elemetary","num",123
"2139","MonroeCentral","Mr.Pease","Monroe Central","num",123
"2140","MonroeCentral","Pease","Monroe Central Elamentary","num",123
"2141","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2142","MonroeCentral","swallow","Monroe central","num",123
"2143","MonroeCentral","Swallow","Monroe Central","num",123
"2144","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2145","MonroeCentral","Swallow","Monroe Central","num",123
"2146","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2147","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2148","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2149","MonroeCentral"," "," ","num",123
"2150","MonroeCentral"," "," ","num",123
"2151","MonroeCentral","Chamness","Monroe Central","num",123
"2152","MonroeCentral","Chamness","Monroe Central","num",123
"2153","MonroeCentral","Mr.chammnes","Monroecentral","num",123
"2154","MonroeCentral","Pease","Monroe Central","num",123
"2155","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2156","MonroeCentral","Chamness","Monroe Central","num",123
"2157","MonroeCentral","Pease","Monroe Central","num",123
"2158","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2159","MonroeCentral"," "," ","num",123
"2160","MonroeCentral","Chammness","Monroe Central","num",123
"2161","MonroeCentral","Chamness","Monroe Central","num",123
"2162","MonroeCentral","Brent","Monroe Central Elmentry","num",123
"2163","MonroeCentral","Chamness","Monroe Central","num",123
"2164","MonroeCentral","Mr. Chamness","Monroe Central","num",123
"2165","MonroeCentral","Chamness","Monroe Central","num",123
"2166","MonroeCentral","chamness","MCE","num",123
"2167","MonroeCentral","Chamness","Monroe Central","num",123
"2168","MonroeCentral","chamness","Monroe central elementary school","num",123
"2169","MonroeCentral","Chamness","Monroe Central","num",123
"2170","MonroeCentral","Chamness","Monroe central","num",123
"2171","MonroeCentral","Chamness","Monroe Central Elementary","num",123
"2172","MonroeCentral","chamness","Monroe central","num",123
"2173","MonroeCentral","Chamness","Monroe Central","num",123
"2174","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2175","MonroeCentral"," "," ","num",123
"2176","MonroeCentral"," "," ","num",123
"2177","MonroeCentral","Deboi","Monroe central Elementary","num",123
"2178","MonroeCentral","Deboy","Monroecentral Elementry","num",123
"2179","MonroeCentral","Deboy","Monroe Central","num",123
"2180","MonroeCentral","DeBoy","Monroe Central Elementary","num",123
"2181","MonroeCentral","Deboy","Monroe Central","num",123
"2182","MonroeCentral","deboy","monroe central","num",123
"2183","MonroeCentral","Deboy","Monroe Central Elm","num",123
"2184","MonroeCentral","Chammes","Monroe central","num",123
"2185","MonroeCentral","Deboy","Monroe Central Elementary","num",123
"2186","MonroeCentral","Deboy","Monroe Central Elementary","num",123
"2187","MonroeCentral","Deboy","Monroe Central","num",123
"2188","MonroeCentral","Mr. Deboy","Monroe Central Elementary","num",123
"2189","MonroeCentral","Deboy","Monroecentral elemetry","num",123
"2190","MonroeCentral","Deboy","Monroe Central Elemantry School","num",123
"2191","MonroeCentral","Chamness","Monroe Central Elementary","num",123
"2192","MonroeCentral","Chamness","Monroe Central","num",123
"2193","MonroeCentral","Kyle deboy","Monroe central`elemaetray","num",123
"2194","MonroeCentral","Chamness","Monroe Central","num",123
"2195","MonroeCentral","Chamness","Monroe Central","num",123
"2196","MonroeCentral","Chamness","Monroe Central Elementery","num",123
"2197","MonroeCentral","Chamness","Monroe central","num",123
"2198","MonroeCentral","Saulmon","monroe central","num",123
"2199","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2200","MonroeCentral","saulmon","monroe central elementary","num",123
"2201","MonroeCentral","dont know","monroe central","num",123
"2202","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2203","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2204","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2205","MonroeCentral","Saulmon","Monroe Central Elementary School","num",123
"2206","MonroeCentral","Sualmon","Monroe Central Elementry","num",123
"2207","MonroeCentral","Saulmon","Monroe Central","num",123
"2208","MonroeCentral","Chamness","Monroe Central","num",123
"2209","MonroeCentral","Saulmon","Monroe Central","num",123
"2210","MonroeCentral","Ms. Saulmon","Monroe Central Elementary","num",123
"2211","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2212","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2213","MonroeCentral","Saulmon","Monroe Central","num",123
"2214","MonroeCentral","Miss Saulmon","Monroe Central","num",123
"2215","MonroeCentral","Salmon","Monroe Central","num",123
"2216","MonroeCentral","Salumon","Monroe Central","num",123
"2217","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2218","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2219","MonroeCentral","Saulmon","Monroe Central Elementary","num",123
"2220","MonroeCentral","saulmon","monroe central","num",123
"2221","MonroeCentral","Saulmon","Monroe Central Elementray","num",123
"2222","MonroeCentral","Pease","Monroe central elementary","num",123
"2223","MonroeCentral","Pease","Monroe Central Ele","num",123
"2224","MonroeCentral","Pease","Monroe Central Elementary","num",123
"2225","MonroeCentral","Swallow","Monroe Central Elementary","num",123
"2226","MonroeCentral","deboy","mentralcentral","num",123
"2227","MonroeCentral","Mr.Deboy","MonroeCentral","num",123
"2228","MonroeCentral","deboy","Monroe Central","num",123
"2229","MonroeCentral","Deboy","Monroe Central Elementary","num",123
"2230","MonroeCentral","Deboy","Monroe Central Elementary","num",123
"2231","MonroeCentral","swallow","monroe central","num",123
"2232","NorthDavies","lewis","North Davies","num",208
"2233","NorthDavies","porter","NDE","num",208
"2234","NorthDavies","Porter","NDE","num",208
"2235","NorthDavies","Lewis","North Daviess Elementary","num",208
"2236","NorthDavies","Lewis","North Daviess Elementary","num",208
"2237","NorthDavies","Lewis","North Daviess","num",208
"2238","NorthDavies","Lewis","North Daviess Elementary","num",208
"2239","NorthDavies","Cunnigham","North Daviess Elementry","num",208
"2240","NorthDavies","Collins","North Daviess Elementary","num",208
"2241","NorthDavies","Collins","North Daviess Elementary","num",208
"2242","NorthDavies","Wade","North daviess","num",208
"2243","NorthDavies","Wade","North Daviess Elementary","num",208
"2244","NorthDavies","Cox","North Daviess","num",208
"2245","NorthDavies","Cox","North Daviess Elementary","num",208
"2246","NorthDavies","Cox","North Daviess","num",208
"2247","NorthDavies","Porter","North Daviess Elementary","num",208
"2248","NorthDavies","porter","North Daviess Elementary","num",208
"2249","NorthDavies","Porter","NDE","num",208
"2250","NorthDavies","Mrs. Porter","NDE","num",208
"2251","NorthDavies","Lewis","North Daviess","num",208
"2252","NorthDavies","Porter","North Daviess","num",208
"2253","NorthDavies","Cunningham","NDE","num",208
"2254","NorthDavies","Porter","North Daviess","num",208
"2255","NorthDavies","Porter","North Daviess","num",208
"2256","NorthDavies","Porter","North Daviess","num",208
"2257","NorthDavies","lewis","north daviess elementary","num",208
"2258","NorthDavies","Porter","North Daviess Elementary","num",208
"2259","NorthDavies","Ginger Porter","North daviess elementry","num",208
"2260","NorthDavies","Porter","North Daviess","num",208
"2261","NorthDavies","Porter","North Daviess","num",208
"2262","NorthDavies","Porter","nde","num",208
"2263","NorthDavies","porter","NDE","num",208
"2264","NorthDavies","Porter","North Daviess Elementary","num",208
"2265","NorthDavies","Porter","North Daviess Elementary","num",208
"2266","NorthDavies","PORTER","NDE","num",208
"2267","NorthDavies","Lewis","North Daviess Elementary","num",208
"2268","NorthDavies","porter","North Daviess Elementary","num",208
"2269","NorthDavies","porter","NDE","num",208
"2270","NorthDavies","Lewis","North Daviess Elementary","num",208
"2271","NorthDavies","PORTER","NORTH DAVIES","num",208
"2272","NorthDavies","Porter","nde","num",208
"2273","NorthDavies","porter","NDE","num",208
"2274","NorthDavies","lewis","north Davies elementary","num",208
"2275","NorthDavies","Lewis","North Daviess Elementary","num",208
"2276","NorthDavies","Lewis","North Daviess Elemintery","num",208
"2277","NorthDavies","Lewis","North Daviess Elementry","num",208
"2278","NorthDavies","Lewis","North Daviess Elementary","num",208
"2279","NorthDavies","Lewis","Noth Daviess Elementary","num",208
"2280","NorthDavies","lewis","North Davies","num",208
"2281","NorthDavies","Lewis","North Daviess Elementry","num",208
"2282","NorthDavies","Lewis","North Daviess Elementary","num",208
"2283","NorthDavies","Lewis","North Daviess Elemintry","num",208
"2284","NorthDavies","cunningham","north davies","num",208
"2285","NorthDavies","Allen","North Daviess","num",208
"2286","NorthDavies","Lewis","North Daviess Elementry","num",208
"2287","NorthDavies","wade","North Daviess Elementary","num",208
"2288","NorthDavies","Cunningham","North Daviess","num",208
"2289","NorthDavies","Allen","North Daviess Elementary","num",208
"2290","NorthDavies","Allen","North Daviess Elementry","num",208
"2291","NorthDavies","Cunningham","North Daviess","num",208
"2292","NorthDavies","Lewis","North Daviess Elemantry","num",208
"2293","NorthDavies","Cunningham","North Daviess Elementry","num",208
"2294","NorthDavies","Lewis","North Daviess Elementary","num",208
"2295","NorthDavies","Allen","North Daviess Elementary","num",208
"2296","NorthDavies","Allen","North Daviess Elementry","num",208
"2297","NorthDavies","Allen","North Daviess Elementary","num",208
"2298","NorthDavies","Allen","North Daviess Elementary","num",208
"2299","NorthDavies","allen","North daviess elementary","num",208
"2300","NorthDavies","Cunningham","North Daviess","num",208
"2301","NorthDavies","Allen","North Daviess Elementry","num",208
"2302","NorthDavies","Cunningham","North Daviess Elementary","num",208
"2303","NorthDavies","Cunningham","North Daviess Elementary","num",208
"2304","NorthDavies","Cunningham","North Daviess Elementary","num",208
"2305","NorthDavies","marlene allen","north daviess elementry","num",208
"2306","NorthDavies","cunningham","NDE","num",208
"2307","NorthDavies","Mrs. Cunningham","North Daviess","num",208
"2308","NorthDavies","Allen","North Daviess Elementary","num",208
"2309","NorthDavies","allen","northdaviess","num",208
"2310","NorthDavies","Allen","North Daviess Elementary","num",208
"2311","NorthDavies","cunningham","nde","num",208
"2312","NorthDavies","allen","north daviess","num",208
"2313","NorthDavies","Cunningham","North Daviess Elementary","num",208
"2314","NorthDavies","CUNNINGHAM","North Daviess","num",208
"2315","NorthDavies","Lewis","North Daviess Elmentrey","num",208
"2316","NorthDavies","Allen","North Daviess Elementry","num",208
"2317","NorthDavies","Allen","North Daviess Elementary","num",208
"2318","NorthDavies","Cunningham","NDE","num",208
"2319","NorthDavies","allen","noth daviess elementary","num",208
"2320","NorthDavies","Allen","North Daviess Elementry","num",208
"2321","NorthDavies","Allen","North Daviess Elementary","num",208
"2322","NorthDavies","Allen","North Daviess","num",208
"2323","NorthDavies","Allen","North Daviess Elementrey","num",208
"2324","NorthDavies","Allen","North Daviess Elementry","num",208
"2325","NorthDavies","Allen","North Daviess Elementary","num",208
"2326","NorthDavies","Mrs. Allen","North Daviess Elementary","num",208
"2327","NorthDavies","cunningham","nde","num",208
"2328","NorthDavies","wade","north daviess cougars","num",208
"2329","NorthDavies","Wade","North Daviess Cougars","num",208
"2330","NorthDavies","Lengacher","North Daviess Cougars","num",208
"2331","NorthDavies","Lengacher","North Daviess","num",208
"2332","NorthDavies","mrs.wade","north daveys ccoogers","num",208
"2333","NorthDavies","Lengacher","North Davies cougars","num",208
"2334","NorthDavies","wade","North Daviess","num",208
"2335","NorthDavies","Lengacher","North Daviess Cougars","num",208
"2336","NorthDavies","Cox","North daviess","num",208
"2337","NorthDavies","Lengacher","North Daviess elem","num",208
"2338","NorthDavies","Lengacher","North Daviess Elem","num",208
"2339","NorthDavies","wade","North Daviess Elementary","num",208
"2340","NorthDavies","Larua","North Daviess Cougars","num",208
"2341","NorthDavies","Wade","North Daviess Elemantary","num",208
"2342","NorthDavies","Wade","North Daviess Cougars","num",208
"2343","NorthDavies","Lengacher","North Daviess Cougars","num",208
"2344","NorthDavies","lengacher","northdaves","num",208
"2345","NorthDavies","Cox","North Daviess","num",208
"2346","NorthDavies","Wade","North Daveiss Cougars","num",208
"2347","NorthDavies","Lengacher","North Daviess","num",208
"2348","NorthDavies","wade","North Davies","num",208
"2349","NorthDavies","Lengacher","North Daviess Cougars","num",208
"2350","NorthDavies","wade","north daves elumenhre","num",208
"2351","NorthDavies","Lengacher","North Daviess Elementary","num",208
"2352","NorthDavies","Cox","North Daviess","num",208
"2353","NorthDavies","Wade","North Daviess Elamentary","num",208
"2354","NorthDavies","Lengacher","North Daviess Elemetary","num",208
"2355","NorthDavies","cox","North Daviess Elementary","num",208
"2356","NorthDavies","collion","nde","num",208
"2357","NorthDavies","wade","north davies elementary","num",208
"2358","NorthDavies","Cox","North Daviess","num",208
"2359","NorthDavies","Collins","NDE","num",208
"2360","NorthDavies","Wade","NDE","num",208
"2361","NorthDavies","Wade","North Daviess Elementary","num",208
"2362","NorthDavies","wade","North Daviess Elementary","num",208
"2363","NorthDavies","cox","North Daviess","num",208
"2364","NorthDavies","collins","North Daviess","num",208
"2365","NorthDavies","Cox","North Daviess","num",208
"2366","NorthDavies","wade","North Daviess Elementry","num",208
"2367","NorthDavies","Cox","North Daviess Elementary","num",208
"2368","NorthDavies","Collins","NDE","num",208
"2369","NorthDavies","Cox","North Daviess","num",208
"2370","NorthDavies","cox","north daviess","num",208
"2371","NorthDavies","Cox","North Daviess Elmentry","num",208
"2372","NorthDavies","Wade","North Daveiss","num",208
"2373","NorthDavies","Wade","North Daviess Elamentary","num",208
"2374","NorthDavies","wade","north daviess","num",208
"2375","NorthDavies","Collins","North Daviess Elementary","num",208
"2376","NorthDavies","Lengacher","North Daviess Elmentary","num",208
"2377","NorthDavies","Lengacher","North Daviess","num",208
"2378","NorthDavies","cox","North Daviess","num",208
"2379","NorthDavies","collins","nde","num",208
"2380","NorthDavies","Wade","North Daviess","num",208
"2381","NorthDavies","Collins","North Davies Elementary","num",208
"2382","NorthDavies","lengacher","north daviess elemantary","num",208
"2383","NorthDavies","Wade","North  Daviess","num",208
"2384","NorthDavies","Lengacher","NDE","num",208
"2385","NorthDavies","Wade","North Daviess Elementary","num",208
"2386","NorthDavies","Collins","Noth Daviess","num",208
"2387","NorthDavies","Wade","North daviess elamentary","num",208
"2388","NorthDavies","wade","nde","num",208
"2389","NorthDavies","Wade","North Daviess Elementary","num",208
"2390","NorthDavies","Collins","North Daviess Elemntary","num",208
"2391","NorthDavies","cox","NorthDaviess","num",208
"2392","NorthDavies","Cox","North Daviess","num",208
"2393","NorthDavies","cox","north daviess elementy","num",208
"2394","NorthDavies","Lengatcher","NDE","num",208
"2395","NorthDavies","Wade","north daviess","num",208
"2396","NorthDavies","Collins","NDE","num",208
"2397","NorthDavies","Cox","North Daviess","num",208
"2398","NorthDavies"," "," ","num",208
"2399","NorthDavies","Wade","North Daviess Elementary","num",208
"2400","NorthDavies","Collins","North Daviess","num",208
"2401","NorthDavies","Wade","North Daviess","num",208
"2402","NorthDavies","cox","north daviess","num",208
"2403","NorthDavies","Wade","North Daviess Elemtry school","num",208
"2404","NorthDavies","lengacher","north daviess elementary","num",208
"2405","NorthDavies","coolin","north daviess","num",208
"2406","NorthDavies","wade","north daviess elementary","num",208
"2407","NorthDavies","Lengacher","North Daviess","num",208
"2408","NorthDavies","Collins","North daviess","num",208
"2409","NorthDavies","collins","North Daviess Elementary","num",208
"2410","NorthDavies","wade","north daviess elemtary","num",208
"2411","NorthDavies","collins","north daviess","num",208
"2412","NorthDavies","Lengacher","North Daviess Elementary","num",208
"2413","NorthDavies","Collins","North Daviess Elementary","num",208
"2414","NorthDavies","wade","north daviess","num",208
"2415","NorthDavies","Cox","North Daviess Elementary","num",208
"2416","NorthDavies","wade","north davies","num",208
"2417","NorthDavies","Collins","North Daviess Elementary","num",208
"2418","NorthVernon","green","north Vernon elementary","num",166
"2419","NorthVernon","Mrs.Green","North Vernon Elementary","num",166
"2420","NorthVernon","kloeker","north veron elemetry","num",166
"2421","NorthVernon","Green","North Vernon Elementary","num",166
"2422","NorthVernon","Kloeker","North Vernon Elementary","num",166
"2423","NorthVernon","Mrs.Patterson","North Vernon Elementary","num",166
"2424","NorthVernon","Patterson","North Vernon Elmetry","num",166
"2425","NorthVernon","green","nve","num",166
"2426","NorthVernon","Patterson","North Vernon Elementary","num",166
"2427","NorthVernon","kloeker","North Vernon Elementary","num",166
"2428","NorthVernon","sproessig","North Vernon Elementary","num",166
"2429","NorthVernon","Patterson","North Vernon Elementary","num",166
"2430","NorthVernon","Kloeker","North Vernon Elementary","num",166
"2431","NorthVernon","Green","North Vernon Elementary","num",166
"2432","NorthVernon","kloeker","north vernon elementary","num",166
"2433","NorthVernon","green","Nortn Vernon Elementary","num",166
"2434","NorthVernon","kloeker","North Vernon Elementary","num",166
"2435","NorthVernon","Kloeker","North Vernon Elementary","num",166
"2436","NorthVernon","kloeker","nve","num",166
"2437","NorthVernon","patterson","north vernon elemntary","num",166
"2438","NorthVernon","Mrs. Kloeker","NVE","num",166
"2439","NorthVernon","Kloeker","North Vernon Elemary","num",166
"2440","NorthVernon","kloeker","North Vernon Elimentry","num",166
"2441","NorthVernon"," "," ","num",166
"2442","NorthVernon","Sproessig","North Vernon Elementry","num",166
